mode,b1,b2,b3,r1,r2,r3,y
bounty,BELLE,BO,MR. P,ANGELO,BYRON,MANDY,1
heist,CHUCK,EMZ,EVE,CLANCY,COLT,JESSIE,1
heist,CHUCK,EMZ,EVE,CLANCY,COLT,JESSIE,1
hotZone,BERRY,FRANK,GALE,BIBI,DYNAMIKE,SURGE,0
hotZone,BERRY,FRANK,GALE,BIBI,DYNAMIKE,SURGE,0
hotZone,BERRY,FRANK,GALE,BIBI,DYNAMIKE,SURGE,1
gemGrab,AMBER,BO,JANET,GALE,JESSIE,SURGE,1
gemGrab,AMBER,BO,JANET,GALE,JESSIE,SURGE,1
gemGrab,GENE,SANDY,SURGE,BUZZ,GALE,GRIFF,0
gemGrab,GENE,SANDY,SURGE,BUZZ,GALE,GRIFF,0
gemGrab,8-BIT,BERRY,LEON,GALE,MEG,SURGE,0
gemGrab,8-BIT,BERRY,LEON,GALE,MEG,SURGE,0
brawlBall,BIBI,DYNAMIKE,EMZ,BARLEY,MAX,SPIKE,1
brawlBall,BIBI,DYNAMIKE,EMZ,BARLEY,MAX,SPIKE,1
knockout,BROCK,BYRON,PEARL,COLT,MAX,MEG,0
hotZone,BERRY,BO,CLANCY,FRANK,JESSIE,LARRY & LAWRIE,0
hotZone,BERRY,BO,CLANCY,FRANK,JESSIE,LARRY & LAWRIE,0
heist,COLETTE,COLT,PIPER,BONNIE,MANDY,MELODIE,0
heist,COLETTE,COLT,PIPER,BONNIE,MANDY,MELODIE,1
brawlBall,RICO,SHELLY,WILLOW,DYNAMIKE,KIT,MORTIS,0
brawlBall,RICO,SHELLY,WILLOW,DYNAMIKE,KIT,MORTIS,0
brawlBall,RICO,SHELLY,WILLOW,DYNAMIKE,KIT,MORTIS,1
brawlBall,COLT,GALE,SANDY,BUSTER,DYNAMIKE,RICO,1
brawlBall,COLT,GALE,SANDY,BUSTER,DYNAMIKE,RICO,1
heist,CARL,MEG,PIPER,COLT,MELODIE,RICO,1
heist,CARL,MEG,PIPER,COLT,MELODIE,RICO,1
brawlBall,BUSTER,DYNAMIKE,GALE,CHESTER,LARRY & LAWRIE,RUFFS,0
brawlBall,BUSTER,DYNAMIKE,GALE,CHESTER,LARRY & LAWRIE,RUFFS,0
bounty,8-BIT,COLT,NANI,MANDY,MORTIS,RICO,1
bounty,8-BIT,COLT,NANI,MANDY,MORTIS,RICO,1
bounty,8-BIT,COLT,NANI,MANDY,MORTIS,RICO,0
hotZone,COLT,DYNAMIKE,GALE,JESSIE,LARRY & LAWRIE,SPIKE,0
hotZone,COLT,DYNAMIKE,GALE,JESSIE,LARRY & LAWRIE,SPIKE,0
gemGrab,CROW,GENE,SANDY,BYRON,CHESTER,EMZ,1
gemGrab,CROW,GENE,SANDY,BYRON,CHESTER,EMZ,1
heist,COLETTE,COLT,NITA,FRANK,LARRY & LAWRIE,RICO,1
heist,COLETTE,COLT,NITA,FRANK,LARRY & LAWRIE,RICO,1
heist,COLETTE,COLT,NITA,FRANK,LARRY & LAWRIE,RICO,0
heist,COLT,MELODIE,PIPER,CLANCY,COLETTE,GALE,0
heist,COLT,MELODIE,PIPER,CLANCY,COLETTE,GALE,1
heist,COLT,MELODIE,PIPER,CLANCY,COLETTE,GALE,0
bounty,BELLE,BROCK,POCO,GROM,LEON,PIPER,0
bounty,BELLE,BROCK,POCO,GROM,LEON,PIPER,0
brawlBall,CLANCY,CROW,JACKY,MEG,NITA,SANDY,1
brawlBall,CLANCY,CROW,JACKY,MEG,NITA,SANDY,0
brawlBall,CLANCY,CROW,JACKY,MEG,NITA,SANDY,1
brawlBall,EDGAR,GALE,NITA,HANK,MEG,TICK,0
brawlBall,EDGAR,GALE,NITA,HANK,MEG,TICK,0
brawlBall,EDGAR,GALE,NITA,HANK,MEG,TICK,1
heist,BIBI,BULL,MELODIE,GALE,MEG,NITA,1
heist,BIBI,BULL,MELODIE,GALE,MEG,NITA,1
brawlBall,BUSTER,BYRON,CLANCY,CHESTER,MEG,SURGE,0
brawlBall,BUSTER,BYRON,CLANCY,CHESTER,MEG,SURGE,0
hotZone,BERRY,JESSIE,SHELLY,BIBI,NITA,STU,0
hotZone,BERRY,JESSIE,SHELLY,BIBI,NITA,STU,0
heist,COLETTE,COLT,DYNAMIKE,BO,EDGAR,NITA,0
heist,COLETTE,COLT,DYNAMIKE,BO,EDGAR,NITA,0
heist,COLETTE,COLT,DYNAMIKE,BO,EDGAR,NITA,1
hotZone,BARLEY,CHESTER,SQUEAK,JACKY,LARRY & LAWRIE,LILY,1
hotZone,BARLEY,CHESTER,SQUEAK,JACKY,LARRY & LAWRIE,LILY,1
hotZone,BARLEY,CHESTER,SQUEAK,JACKY,LARRY & LAWRIE,LILY,0
bounty,BELLE,CARL,LARRY & LAWRIE,BUZZ,BYRON,GENE,1
bounty,BELLE,CARL,LARRY & LAWRIE,BUZZ,BYRON,GENE,0
bounty,BELLE,CARL,LARRY & LAWRIE,BUZZ,BYRON,GENE,1
hotZone,FRANK,GRAY,LARRY & LAWRIE,BARLEY,GRIFF,MEG,1
hotZone,FRANK,GRAY,LARRY & LAWRIE,BARLEY,GRIFF,MEG,1
knockout,COLT,GRAY,MANDY,GUS,PIPER,RICO,1
knockout,COLT,GRAY,MANDY,GUS,PIPER,RICO,1
hotZone,COLETTE,FRANK,JESSIE,BARLEY,BYRON,GRIFF,1
hotZone,COLETTE,FRANK,JESSIE,BARLEY,BYRON,GRIFF,1
heist,COLETTE,FRANK,GALE,BYRON,CHARLIE,EVE,1
heist,COLETTE,FRANK,GALE,BYRON,CHARLIE,EVE,1
heist,COLETTE,FRANK,GALE,BYRON,CHARLIE,EVE,0
gemGrab,BELLE,CHESTER,LARRY & LAWRIE,BYRON,CARL,RUFFS,0
gemGrab,BELLE,CHESTER,LARRY & LAWRIE,BYRON,CARL,RUFFS,0
gemGrab,GENE,SANDY,SURGE,BUSTER,GALE,MEG,0
gemGrab,GENE,SANDY,SURGE,BUSTER,GALE,MEG,1
gemGrab,GENE,SANDY,SURGE,BUSTER,GALE,MEG,0
bounty,GUS,LARRY & LAWRIE,NANI,BELLE,MICO,PIPER,0
bounty,GUS,LARRY & LAWRIE,NANI,BELLE,MICO,PIPER,1
bounty,GUS,LARRY & LAWRIE,NANI,BELLE,MICO,PIPER,0
heist,BYRON,CHUCK,SPIKE,CARL,CROW,MELODIE,0
heist,BYRON,CHUCK,SPIKE,CARL,CROW,MELODIE,0
gemGrab,CROW,MEG,SANDY,CHESTER,CLANCY,GALE,1
gemGrab,CROW,MEG,SANDY,CHESTER,CLANCY,GALE,1
hotZone,CLANCY,COLT,JESSIE,ANGELO,GALE,LARRY & LAWRIE,1
hotZone,CLANCY,COLT,JESSIE,ANGELO,GALE,LARRY & LAWRIE,1
knockout,COLT,LARRY & LAWRIE,MANDY,LILY,RICO,TICK,0
knockout,COLT,LARRY & LAWRIE,MANDY,LILY,RICO,TICK,0
heist,CARL,CHESTER,PIPER,BELLE,COLT,NANI,0
heist,CARL,CHESTER,PIPER,BELLE,COLT,NANI,0
hotZone,BEA,CHESTER,KIT,BIBI,GALE,SURGE,0
hotZone,BEA,CHESTER,KIT,BIBI,GALE,SURGE,0
knockout,BYRON,GENE,LEON,ANGELO,BELLE,TICK,1
knockout,BYRON,GENE,LEON,ANGELO,BELLE,TICK,1
gemGrab,GALE,PIPER,SURGE,BO,CARL,MORTIS,1
gemGrab,GALE,PIPER,SURGE,BO,CARL,MORTIS,1
gemGrab,GALE,PIPER,SURGE,BO,CARL,MORTIS,0
knockout,CHESTER,KIT,MANDY,BROCK,BUSTER,CARL,0
knockout,ANGELO,BROCK,MEG,BO,CARL,MORTIS,0
knockout,ANGELO,BROCK,MEG,BO,CARL,MORTIS,1
knockout,ANGELO,BROCK,MEG,BO,CARL,MORTIS,0
hotZone,CARL,CHESTER,LILY,SANDY,SPIKE,SURGE,0
hotZone,CARL,CHESTER,LILY,SANDY,SPIKE,SURGE,0
hotZone,DYNAMIKE,GRIFF,SPIKE,DOUG,GRAY,LILY,1
hotZone,DYNAMIKE,GRIFF,SPIKE,DOUG,GRAY,LILY,1
gemGrab,ANGELO,CHESTER,LILY,MEG,SANDY,SURGE,0
gemGrab,ANGELO,CHESTER,LILY,MEG,SANDY,SURGE,0
bounty,CHESTER,EVE,LILY,BROCK,JACKY,R-T,0
bounty,CHESTER,EVE,LILY,BROCK,JACKY,R-T,0
knockout,BULL,COLT,RICO,BELLE,LEON,MICO,0
knockout,BULL,COLT,RICO,BELLE,LEON,MICO,1
knockout,BULL,COLT,RICO,BELLE,LEON,MICO,0
knockout,LILY,RICO,SURGE,BUSTER,GRAY,MORTIS,1
knockout,LILY,RICO,SURGE,BUSTER,GRAY,MORTIS,1
bounty,BELLE,CARL,GENE,GRAY,NANI,R-T,1
bounty,BELLE,CARL,GENE,GRAY,NANI,R-T,0
bounty,BELLE,CARL,GENE,GRAY,NANI,R-T,1
heist,COLETTE,LARRY & LAWRIE,MEG,CLANCY,JESSIE,LILY,0
heist,COLETTE,LARRY & LAWRIE,MEG,CLANCY,JESSIE,LILY,0
knockout,BYRON,KIT,TICK,CORDELIUS,MEG,RICO,0
knockout,BYRON,KIT,TICK,CORDELIUS,MEG,RICO,0
knockout,BYRON,KIT,TICK,CORDELIUS,MEG,RICO,1
knockout,GENE,LILY,NANI,BROCK,BYRON,GRAY,0
knockout,GENE,LILY,NANI,BROCK,BYRON,GRAY,0
brawlBall,GRAY,MEG,RICO,CHESTER,DYNAMIKE,MAX,1
brawlBall,GRAY,MEG,RICO,CHESTER,DYNAMIKE,MAX,1
heist,BUZZ,CARL,DYNAMIKE,COLT,EDGAR,RICO,1
heist,BUZZ,CARL,DYNAMIKE,COLT,EDGAR,RICO,1
gemGrab,BYRON,LOLA,TARA,CHESTER,CROW,JESSIE,1
gemGrab,BYRON,LOLA,TARA,CHESTER,CROW,JESSIE,1
brawlBall,BUSTER,BYRON,SANDY,BUZZ,CLANCY,NITA,0
brawlBall,BUSTER,BYRON,SANDY,BUZZ,CLANCY,NITA,1
brawlBall,BUSTER,BYRON,SANDY,BUZZ,CLANCY,NITA,0
knockout,BUSTER,GENE,GRAY,BELLE,LARRY & LAWRIE,LOLA,0
knockout,BUSTER,GENE,GRAY,BELLE,LARRY & LAWRIE,LOLA,1
knockout,BUSTER,GENE,GRAY,BELLE,LARRY & LAWRIE,LOLA,0
bounty,CARL,LARRY & LAWRIE,SURGE,BARLEY,DARRYL,MR. P,0
bounty,CARL,LARRY & LAWRIE,SURGE,BARLEY,DARRYL,MR. P,0
bounty,BEA,BUSTER,PIPER,BELLE,COLT,MANDY,0
bounty,BEA,BUSTER,PIPER,BELLE,COLT,MANDY,0
hotZone,COLT,GALE,POCO,AMBER,BELLE,LOU,1
hotZone,COLT,GALE,POCO,AMBER,BELLE,LOU,1
bounty,BELLE,LILY,PIPER,BROCK,MANDY,MEG,1
bounty,BELLE,LILY,PIPER,BROCK,MANDY,MEG,1
bounty,BELLE,LILY,PIPER,BROCK,MANDY,MEG,0
heist,ANGELO,COLETTE,COLT,BERRY,CROW,JESSIE,0
heist,ANGELO,COLETTE,COLT,BERRY,CROW,JESSIE,0
brawlBall,BUSTER,BYRON,DYNAMIKE,CLANCY,GALE,JESSIE,0
brawlBall,BUSTER,BYRON,DYNAMIKE,CLANCY,GALE,JESSIE,0
brawlBall,BUSTER,BYRON,DYNAMIKE,CLANCY,GALE,JESSIE,1
brawlBall,COLT,EMZ,FRANK,BUSTER,CHESTER,LOU,1
brawlBall,COLT,EMZ,FRANK,BUSTER,CHESTER,LOU,1
heist,BARLEY,CHUCK,COLETTE,COLT,JESSIE,LARRY & LAWRIE,0
heist,BARLEY,CHUCK,COLETTE,COLT,JESSIE,LARRY & LAWRIE,0
hotZone,CHESTER,MICO,STU,FRANK,GALE,TICK,1
hotZone,CHESTER,MICO,STU,FRANK,GALE,TICK,1
hotZone,BUZZ,DYNAMIKE,SPIKE,CHESTER,GALE,SURGE,1
hotZone,BUZZ,DYNAMIKE,SPIKE,CHESTER,GALE,SURGE,1
heist,MEG,NANI,PIPER,COLT,JESSIE,LOLA,1
heist,MEG,NANI,PIPER,COLT,JESSIE,LOLA,1
gemGrab,GALE,JESSIE,PEARL,CHESTER,CORDELIUS,MAX,1
gemGrab,GALE,JESSIE,PEARL,CHESTER,CORDELIUS,MAX,1
heist,COLT,EVE,NANI,BROCK,CROW,MANDY,0
heist,COLT,EVE,NANI,BROCK,CROW,MANDY,0
hotZone,BARLEY,BUSTER,COLT,COLETTE,MEG,POCO,0
hotZone,BARLEY,BUSTER,COLT,COLETTE,MEG,POCO,0
gemGrab,CARL,GALE,JESSIE,PIPER,SURGE,TARA,0
gemGrab,CARL,GALE,JESSIE,PIPER,SURGE,TARA,0
gemGrab,CARL,GALE,JESSIE,PIPER,SURGE,TARA,1
brawlBall,BARLEY,COLT,LILY,BEA,GALE,STU,0
brawlBall,BARLEY,COLT,LILY,BEA,GALE,STU,0
knockout,EVE,LEON,MANDY,BELLE,BYRON,GENE,0
knockout,EVE,LEON,MANDY,BELLE,BYRON,GENE,0
brawlBall,ANGELO,FANG,MEG,COLT,SANDY,SPIKE,1
brawlBall,ANGELO,FANG,MEG,COLT,SANDY,SPIKE,1
brawlBall,ANGELO,FANG,MEG,COLT,SANDY,SPIKE,0
gemGrab,BERRY,CHESTER,RUFFS,CLANCY,GENE,MORTIS,1
gemGrab,BERRY,CHESTER,RUFFS,CLANCY,GENE,MORTIS,1
knockout,BELLE,BUSTER,SPROUT,BARLEY,FRANK,GENE,1
knockout,BELLE,BUSTER,SPROUT,BARLEY,FRANK,GENE,1
bounty,GENE,LEON,MANDY,COLT,DYNAMIKE,NANI,0
bounty,GENE,LEON,MANDY,COLT,DYNAMIKE,NANI,0
heist,ANGELO,BERRY,COLT,BYRON,CARL,COLETTE,1
heist,ANGELO,BERRY,COLT,BYRON,CARL,COLETTE,1
heist,BULL,COLT,MANDY,BELLE,BROCK,BYRON,0
heist,BULL,COLT,MANDY,BELLE,BROCK,BYRON,0
knockout,BROCK,BYRON,PIPER,ANGELO,BELLE,R-T,1
knockout,BROCK,BYRON,PIPER,ANGELO,BELLE,R-T,1
knockout,BROCK,BYRON,PIPER,ANGELO,BELLE,R-T,0
brawlBall,COLT,GALE,KIT,MEG,RICO,SPIKE,0
brawlBall,COLT,GALE,KIT,MEG,RICO,SPIKE,0
brawlBall,BUZZ,BYRON,CHESTER,DOUG,MEG,RICO,1
brawlBall,BUZZ,BYRON,CHESTER,DOUG,MEG,RICO,1
gemGrab,GALE,GRAY,RUFFS,CARL,CHESTER,PIPER,1
gemGrab,GALE,GRAY,RUFFS,CARL,CHESTER,PIPER,0
gemGrab,GALE,GRAY,RUFFS,CARL,CHESTER,PIPER,1
knockout,BELLE,MEG,SPROUT,LARRY & LAWRIE,PIPER,R-T,1
knockout,BELLE,MEG,SPROUT,LARRY & LAWRIE,PIPER,R-T,1
brawlBall,GALE,RICO,STU,BERRY,BUZZ,CHESTER,1
brawlBall,GALE,RICO,STU,BERRY,BUZZ,CHESTER,1
brawlBall,GALE,RICO,STU,BERRY,BUZZ,CHESTER,0
heist,BROCK,CHUCK,PIPER,CLANCY,CORDELIUS,MAX,1
heist,BROCK,CHUCK,PIPER,CLANCY,CORDELIUS,MAX,1
heist,BROCK,CHUCK,PIPER,CLANCY,CORDELIUS,MAX,0
heist,ANGELO,COLT,EVE,BELLE,COLETTE,MANDY,1
heist,ANGELO,COLT,EVE,BELLE,COLETTE,MANDY,0
knockout,BROCK,MEG,SPROUT,BELLE,EDGAR,MANDY,0
knockout,BROCK,MEG,SPROUT,BELLE,EDGAR,MANDY,0
hotZone,EMZ,MEG,STU,CLANCY,LOU,SURGE,0
hotZone,EMZ,MEG,STU,CLANCY,LOU,SURGE,0
knockout,BELLE,BYRON,PIPER,ANGELO,BROCK,EVE,1
knockout,BELLE,BYRON,PIPER,ANGELO,BROCK,EVE,1
brawlBall,BROCK,LEON,MEG,CHESTER,NITA,RICO,1
brawlBall,BROCK,LEON,MEG,CHESTER,NITA,RICO,1
knockout,BROCK,DYNAMIKE,PIPER,GENE,LARRY & LAWRIE,RICO,0
knockout,BROCK,DYNAMIKE,PIPER,GENE,LARRY & LAWRIE,RICO,1
knockout,BROCK,DYNAMIKE,PIPER,GENE,LARRY & LAWRIE,RICO,0
bounty,LEON,NANI,PIPER,BROCK,BYRON,LOU,0
bounty,LEON,NANI,PIPER,BROCK,BYRON,LOU,0
brawlBall,GALE,MORTIS,SURGE,CHESTER,DYNAMIKE,SANDY,0
brawlBall,GALE,MORTIS,SURGE,CHESTER,DYNAMIKE,SANDY,0
knockout,COLT,EDGAR,TICK,CHUCK,MICO,SPROUT,0
knockout,COLT,EDGAR,TICK,CHUCK,MICO,SPROUT,1
knockout,COLT,EDGAR,TICK,CHUCK,MICO,SPROUT,0
brawlBall,CHESTER,COLT,PEARL,GALE,MAX,SURGE,1
brawlBall,CHESTER,COLT,PEARL,GALE,MAX,SURGE,1
brawlBall,BARLEY,SPIKE,SURGE,CHESTER,CLANCY,STU,0
brawlBall,BARLEY,SPIKE,SURGE,CHESTER,CLANCY,STU,0
gemGrab,BYRON,GENE,LEON,AMBER,GALE,LILY,1
gemGrab,BYRON,GENE,LEON,AMBER,GALE,LILY,1
brawlBall,BARLEY,CHESTER,CORDELIUS,AMBER,COLETTE,LARRY & LAWRIE,0
brawlBall,BARLEY,CHESTER,CORDELIUS,AMBER,COLETTE,LARRY & LAWRIE,0
brawlBall,BARLEY,CHESTER,MORTIS,LARRY & LAWRIE,MEG,TICK,1
brawlBall,BARLEY,CHESTER,MORTIS,LARRY & LAWRIE,MEG,TICK,1
bounty,ANGELO,BELLE,CHESTER,8-BIT,EVE,NANI,1
bounty,ANGELO,BELLE,CHESTER,8-BIT,EVE,NANI,1
gemGrab,CROW,GALE,MEG,AMBER,CLANCY,CORDELIUS,0
gemGrab,CROW,GALE,MEG,AMBER,CLANCY,CORDELIUS,0
knockout,BARLEY,GROM,PIPER,BYRON,GENE,KIT,0
knockout,BARLEY,GROM,PIPER,BYRON,GENE,KIT,0
heist,BONNIE,BYRON,GALE,BROCK,COLT,JESSIE,0
heist,BONNIE,BYRON,GALE,BROCK,COLT,JESSIE,1
heist,BONNIE,BYRON,GALE,BROCK,COLT,JESSIE,0
gemGrab,CLANCY,LILY,MEG,AMBER,JESSIE,ROSA,1
gemGrab,CLANCY,LILY,MEG,AMBER,JESSIE,ROSA,1
bounty,CHESTER,DYNAMIKE,MICO,GENE,LARRY & LAWRIE,PIPER,1
bounty,CHESTER,DYNAMIKE,MICO,GENE,LARRY & LAWRIE,PIPER,1
bounty,CHESTER,DYNAMIKE,MICO,GENE,LARRY & LAWRIE,PIPER,0
knockout,BELLE,MEG,MR. P,EDGAR,GENE,MANDY,1
knockout,BELLE,MEG,MR. P,EDGAR,GENE,MANDY,1
hotZone,BARLEY,BIBI,SANDY,CHESTER,DYNAMIKE,MICO,0
hotZone,BARLEY,BIBI,SANDY,CHESTER,DYNAMIKE,MICO,0
hotZone,BUSTER,DRACO,LOU,BEA,GALE,STU,1
hotZone,BUSTER,DRACO,LOU,BEA,GALE,STU,1
hotZone,BUSTER,DRACO,LOU,BEA,GALE,STU,0
brawlBall,BERRY,BUZZ,RICO,DYNAMIKE,STU,SURGE,0
brawlBall,BERRY,BUZZ,RICO,DYNAMIKE,STU,SURGE,0
hotZone,AMBER,LARRY & LAWRIE,SANDY,GALE,MEG,SPROUT,1
hotZone,AMBER,LARRY & LAWRIE,SANDY,GALE,MEG,SPROUT,1
brawlBall,JESSIE,MEG,SANDY,BARLEY,FANG,RICO,1
brawlBall,JESSIE,MEG,SANDY,BARLEY,FANG,RICO,1
heist,ANGELO,JESSIE,MEG,CROW,MELODIE,PIPER,1
heist,ANGELO,JESSIE,MEG,CROW,MELODIE,PIPER,1
heist,BROCK,COLETTE,MANDY,ANGELO,COLT,PIPER,1
heist,BROCK,COLETTE,MANDY,ANGELO,COLT,PIPER,1
heist,BROCK,COLETTE,MANDY,ANGELO,COLT,PIPER,0
gemGrab,CORDELIUS,MEG,ROSA,AMBER,GENE,GRIFF,1
gemGrab,CORDELIUS,MEG,ROSA,AMBER,GENE,GRIFF,1
bounty,ANGELO,GENE,MR. P,CORDELIUS,LARRY & LAWRIE,MICO,0
bounty,ANGELO,GENE,MR. P,CORDELIUS,LARRY & LAWRIE,MICO,0
brawlBall,FRANK,GALE,JESSIE,CLANCY,DYNAMIKE,SANDY,1
brawlBall,FRANK,GALE,JESSIE,CLANCY,DYNAMIKE,SANDY,1
bounty,ANGELO,NANI,RICO,BELLE,BYRON,GUS,1
bounty,ANGELO,NANI,RICO,BELLE,BYRON,GUS,1
knockout,BYRON,GUS,LOU,EVE,MEG,NANI,0
knockout,BYRON,GUS,LOU,EVE,MEG,NANI,0
brawlBall,BUSTER,GALE,R-T,BERRY,FRANK,RICO,0
brawlBall,BUSTER,GALE,R-T,BERRY,FRANK,RICO,0
knockout,ANGELO,GRAY,MR. P,BROCK,BYRON,PIPER,1
knockout,ANGELO,GRAY,MR. P,BROCK,BYRON,PIPER,1
knockout,ANGELO,GRAY,MR. P,BROCK,BYRON,PIPER,0
knockout,BROCK,BYRON,PIPER,ANGELO,GENE,GRAY,1
knockout,BROCK,BYRON,PIPER,ANGELO,GENE,GRAY,1
brawlBall,COLT,MEG,PEARL,RICO,SPIKE,TARA,0
brawlBall,COLT,MEG,PEARL,RICO,SPIKE,TARA,0
heist,BELLE,COLT,EVE,BONNIE,CROW,RICO,0
heist,BELLE,COLT,EVE,BONNIE,CROW,RICO,0
knockout,BERRY,CARL,GRAY,GROM,PIPER,RICO,0
knockout,BERRY,CARL,GRAY,GROM,PIPER,RICO,1
knockout,BERRY,CARL,GRAY,GROM,PIPER,RICO,0
gemGrab,BERRY,BUSTER,GRIFF,BUZZ,CLANCY,SANDY,0
gemGrab,BERRY,BUSTER,GRIFF,BUZZ,CLANCY,SANDY,1
gemGrab,BERRY,BUSTER,GRIFF,BUZZ,CLANCY,SANDY,0
knockout,CHESTER,GALE,TICK,BUSTER,GENE,LARRY & LAWRIE,1
knockout,CHESTER,GALE,TICK,BUSTER,GENE,LARRY & LAWRIE,1
bounty,BELLE,BROCK,MORTIS,OTIS,SPIKE,TICK,1
bounty,BELLE,BROCK,MORTIS,OTIS,SPIKE,TICK,1
brawlBall,CLANCY,DYNAMIKE,RUFFS,GALE,LARRY & LAWRIE,NITA,1
brawlBall,CLANCY,DYNAMIKE,RUFFS,GALE,LARRY & LAWRIE,NITA,0
brawlBall,CLANCY,DYNAMIKE,RUFFS,GALE,LARRY & LAWRIE,NITA,1
bounty,BROCK,CARL,SPROUT,8-BIT,GENE,RICO,0
bounty,BROCK,CARL,SPROUT,8-BIT,GENE,RICO,1
bounty,BROCK,CARL,SPROUT,8-BIT,GENE,RICO,0
heist,COLETTE,JESSIE,MICO,ANGELO,CROW,RICO,0
heist,COLETTE,JESSIE,MICO,ANGELO,CROW,RICO,0
gemGrab,AMBER,GENE,RICO,ANGELO,CLANCY,STU,1
gemGrab,AMBER,GENE,RICO,ANGELO,CLANCY,STU,1
brawlBall,BIBI,BUZZ,CLANCY,GALE,LARRY & LAWRIE,SHELLY,0
brawlBall,BIBI,BUZZ,CLANCY,GALE,LARRY & LAWRIE,SHELLY,0
brawlBall,BIBI,BUZZ,CLANCY,GALE,LARRY & LAWRIE,SHELLY,1
knockout,BARLEY,CLANCY,PIPER,BIBI,BYRON,DYNAMIKE,0
knockout,BARLEY,CLANCY,PIPER,BIBI,BYRON,DYNAMIKE,0
knockout,BARLEY,CLANCY,PIPER,BIBI,BYRON,DYNAMIKE,1
knockout,BARLEY,GALE,MANDY,GROM,LILY,PIPER,1
knockout,BARLEY,GALE,MANDY,GROM,LILY,PIPER,1
knockout,BARLEY,GALE,MANDY,GROM,LILY,PIPER,0
knockout,BELLE,CORDELIUS,DYNAMIKE,BARLEY,BROCK,MANDY,1
knockout,BELLE,CORDELIUS,DYNAMIKE,BARLEY,BROCK,MANDY,1
hotZone,COLT,FRANK,LOU,BARLEY,BYRON,COLETTE,1
hotZone,COLT,FRANK,LOU,BARLEY,BYRON,COLETTE,1
gemGrab,BYRON,CARL,STU,BROCK,GALE,LARRY & LAWRIE,0
gemGrab,BYRON,CARL,STU,BROCK,GALE,LARRY & LAWRIE,0
hotZone,BERRY,CARL,GALE,COLETTE,COLT,JESSIE,1
hotZone,BERRY,CARL,GALE,COLETTE,COLT,JESSIE,1
bounty,BUSTER,MANDY,MELODIE,CHARLIE,GRAY,TARA,0
bounty,BUSTER,MANDY,MELODIE,CHARLIE,GRAY,TARA,0
knockout,COLT,GUS,MANDY,BROCK,GROM,PIPER,0
knockout,COLT,GUS,MANDY,BROCK,GROM,PIPER,0
heist,COLETTE,JESSIE,RICO,COLT,DYNAMIKE,MELODIE,1
heist,COLETTE,JESSIE,RICO,COLT,DYNAMIKE,MELODIE,1
hotZone,COLT,GALE,MORTIS,JESSIE,LARRY & LAWRIE,PAM,0
hotZone,COLT,GALE,MORTIS,JESSIE,LARRY & LAWRIE,PAM,0
gemGrab,BUZZ,GENE,LEON,MORTIS,PIPER,SURGE,1
gemGrab,BUZZ,GENE,LEON,MORTIS,PIPER,SURGE,1
heist,COLETTE,COLT,PIPER,ANGELO,BROCK,MICO,0
heist,COLETTE,COLT,PIPER,ANGELO,BROCK,MICO,0
hotZone,HANK,JACKY,LARRY & LAWRIE,CHESTER,CORDELIUS,SURGE,1
hotZone,HANK,JACKY,LARRY & LAWRIE,CHESTER,CORDELIUS,SURGE,1
heist,BELLE,COLETTE,COLT,ANGELO,JESSIE,MICO,0
heist,BELLE,COLETTE,COLT,ANGELO,JESSIE,MICO,0
gemGrab,8-BIT,KIT,LARRY & LAWRIE,BARLEY,JESSIE,SURGE,1
gemGrab,8-BIT,KIT,LARRY & LAWRIE,BARLEY,JESSIE,SURGE,1
bounty,MANDY,MELODIE,PIPER,BEA,BELLE,GRAY,0
bounty,MANDY,MELODIE,PIPER,BEA,BELLE,GRAY,0
bounty,CLANCY,GENE,LARRY & LAWRIE,BUZZ,FANG,LILY,0
bounty,CLANCY,GENE,LARRY & LAWRIE,BUZZ,FANG,LILY,0
bounty,CLANCY,GENE,LARRY & LAWRIE,BUZZ,FANG,LILY,1
heist,COLETTE,MAX,MELODIE,BARLEY,COLT,GALE,1
heist,COLETTE,MAX,MELODIE,BARLEY,COLT,GALE,0
heist,COLETTE,MAX,MELODIE,BARLEY,COLT,GALE,1
hotZone,CLANCY,COLETTE,DYNAMIKE,BARLEY,JACKY,SURGE,1
hotZone,CLANCY,COLETTE,DYNAMIKE,BARLEY,JACKY,SURGE,1
heist,CHUCK,EVE,PIPER,BERRY,CARL,MEG,0
heist,CHUCK,EVE,PIPER,BERRY,CARL,MEG,0
heist,CHUCK,EVE,PIPER,BERRY,CARL,MEG,1
bounty,BELLE,PAM,SPROUT,MELODIE,MR. P,PIPER,1
bounty,BELLE,PAM,SPROUT,MELODIE,MR. P,PIPER,1
heist,BELLE,BROCK,CARL,COLT,JESSIE,SPIKE,1
heist,BELLE,BROCK,CARL,COLT,JESSIE,SPIKE,1
heist,BELLE,COLT,JESSIE,COLETTE,CROW,PIPER,0
heist,BELLE,COLT,JESSIE,COLETTE,CROW,PIPER,0
heist,BELLE,COLT,JESSIE,COLETTE,CROW,PIPER,1
hotZone,BARLEY,GALE,PIPER,BERRY,DYNAMIKE,LOU,0
hotZone,BARLEY,GALE,PIPER,BERRY,DYNAMIKE,LOU,0
hotZone,BARLEY,GALE,PIPER,BERRY,DYNAMIKE,LOU,1
brawlBall,LOU,ROSA,SANDY,BULL,EL PRIMO,JACKY,0
